persona,text,likert_scale,Itemnum,answer
Al Capone,"Is original, comes up with new ideas",1 to 5,5,3
Al Capone,Is reserved,1 to 5,6,5
Al Capone,Is helpful and unselfish with others,1 to 5,7,3
Al Capone,Can be somewhat careless,1 to 5,8,1
Al Capone,"Is relaxed, handles stress well",1 to 5,9,5
Al Capone,Is curious about many different things,1 to 5,10,3
Al Capone,Is full of energy,1 to 5,11,5
Al Capone,Starts quarrels with others,1 to 5,12,5
Al Capone,Is a reliable worker,1 to 5,13,3
Al Capone,Can be tense,1 to 5,14,5
Al Capone,"Is ingenious, a deep thinker",1 to 5,15,3
Al Capone,Generates a lot of enthusiasm,1 to 5,16,4
Al Capone,Has a forgiving nature,1 to 5,17,3
Al Capone,Tends to be disorganized,1 to 5,18,1
Al Capone,Worries a lot,1 to 5,19,3
Al Capone,Has an active imagination,1 to 5,20,3
Al Capone,Tends to be quiet,1 to 5,21,4
Al Capone,Is generally trusting,1 to 5,22,3
Al Capone,Tends to be lazy,1 to 5,23,1
Al Capone,"Is emotionally stable, not easily upset",1 to 5,24,5
Al Capone,Is inventive,1 to 5,25,3
Al Capone,Has an assertive personality,1 to 5,26,3
Al Capone,Can be cold and aloof,1 to 5,27,2
Al Capone,Perseveres until the task is finished,1 to 5,28,5
Al Capone,Can be moody,1 to 5,29,2
Al Capone,"Values artistic, aesthetic experiences",1 to 5,30,5
Al Capone,"Is sometimes shy, inhibited",1 to 5,31,2
Al Capone,Is considerate and kind to almost everyone,1 to 5,32,3
Al Capone,Does things efficiently,1 to 5,33,3
Al Capone,Remains calm in tense situations,1 to 5,34,1
Al Capone,Prefers work that is routine,1 to 5,35,3
Al Capone,"Is outgoing, sociable",1 to 5,36,1
Al Capone,Is sometimes rude to others,1 to 5,37,4
Al Capone,Makes plans and follows through with them,1 to 5,38,2
Al Capone,Gets nervous easily,1 to 5,39,2
Al Capone,"Likes to reflect, play with ideas",1 to 5,40,5
Al Capone,Has few artistic interests,1 to 5,41,3
Al Capone,Likes to cooperate with others,1 to 5,42,2
Al Capone,Is easily distracted,1 to 5,43,3
Al Capone,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Suharto,Is talkative,1 to 5,1,1
Suharto,Tends to find fault with others,1 to 5,2,5
Suharto,Does a thorough job,1 to 5,3,5
Suharto,"Is depressed, blue",1 to 5,4,1
Suharto,"Is original, comes up with new ideas",1 to 5,5,1
Suharto,Is reserved,1 to 5,6,3
Suharto,Is helpful and unselfish with others,1 to 5,7,1
Suharto,Can be somewhat careless,1 to 5,8,1
Suharto,"Is relaxed, handles stress well",1 to 5,9,5
Suharto,Is curious about many different things,1 to 5,10,3
Suharto,Is full of energy,1 to 5,11,2
Suharto,Starts quarrels with others,1 to 5,12,5
Suharto,Is a reliable worker,1 to 5,13,3
Suharto,Can be tense,1 to 5,14,3
Suharto,"Is ingenious, a deep thinker",1 to 5,15,4
Suharto,Generates a lot of enthusiasm,1 to 5,16,4
Suharto,Has a forgiving nature,1 to 5,17,5
Suharto,Tends to be disorganized,1 to 5,18,3
Suharto,Worries a lot,1 to 5,19,4
Suharto,Has an active imagination,1 to 5,20,3
Suharto,Tends to be quiet,1 to 5,21,5
Suharto,Is generally trusting,1 to 5,22,3
Suharto,Tends to be lazy,1 to 5,23,1
Suharto,"Is emotionally stable, not easily upset",1 to 5,24,5
Suharto,Is inventive,1 to 5,25,1
Suharto,Has an assertive personality,1 to 5,26,5
Suharto,Can be cold and aloof,1 to 5,27,4
Suharto,Perseveres until the task is finished,1 to 5,28,5
Suharto,Can be moody,1 to 5,29,2
Suharto,"Values artistic, aesthetic experiences",1 to 5,30,2
Suharto,"Is sometimes shy, inhibited",1 to 5,31,1
Suharto,Is considerate and kind to almost everyone,1 to 5,32,5
Suharto,Does things efficiently,1 to 5,33,4
Suharto,Remains calm in tense situations,1 to 5,34,5
Suharto,Prefers work that is routine,1 to 5,35,5
Suharto,"Is outgoing, sociable",1 to 5,36,3
Suharto,Is sometimes rude to others,1 to 5,37,1
Suharto,Makes plans and follows through with them,1 to 5,38,3
Suharto,Gets nervous easily,1 to 5,39,1
Suharto,"Likes to reflect, play with ideas",1 to 5,40,3
Suharto,Has few artistic interests,1 to 5,41,1
Suharto,Likes to cooperate with others,1 to 5,42,3
Suharto,Is easily distracted,1 to 5,43,3
Suharto,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Osama Bin Laden,Is talkative,1 to 5,1,3
Osama Bin Laden,Tends to find fault with others,1 to 5,2,5
Osama Bin Laden,Does a thorough job,1 to 5,3,5
Osama Bin Laden,"Is depressed, blue",1 to 5,4,4
Osama Bin Laden,"Is original, comes up with new ideas",1 to 5,5,4
Osama Bin Laden,Is reserved,1 to 5,6,4
Osama Bin Laden,Is helpful and unselfish with others,1 to 5,7,2
Osama Bin Laden,Can be somewhat careless,1 to 5,8,5
Osama Bin Laden,"Is relaxed, handles stress well",1 to 5,9,2
Osama Bin Laden,Is curious about many different things,1 to 5,10,5
Osama Bin Laden,Is full of energy,1 to 5,11,3
Osama Bin Laden,Starts quarrels with others,1 to 5,12,3
Osama Bin Laden,Is a reliable worker,1 to 5,13,5
Osama Bin Laden,Can be tense,1 to 5,14,4
Osama Bin Laden,"Is ingenious, a deep thinker",1 to 5,15,3
Osama Bin Laden,Generates a lot of enthusiasm,1 to 5,16,3
Osama Bin Laden,Has a forgiving nature,1 to 5,17,5
Osama Bin Laden,Tends to be disorganized,1 to 5,18,4
Osama Bin Laden,Worries a lot,1 to 5,19,4
Osama Bin Laden,Has an active imagination,1 to 5,20,3
Osama Bin Laden,Tends to be quiet,1 to 5,21,5
Osama Bin Laden,Is generally trusting,1 to 5,22,5
Osama Bin Laden,Tends to be lazy,1 to 5,23,3
Osama Bin Laden,"Is emotionally stable, not easily upset",1 to 5,24,1
Osama Bin Laden,Is inventive,1 to 5,25,4
Osama Bin Laden,Has an assertive personality,1 to 5,26,3
Osama Bin Laden,Can be cold and aloof,1 to 5,27,3
Osama Bin Laden,Perseveres until the task is finished,1 to 5,28,3
Osama Bin Laden,Can be moody,1 to 5,29,4
Osama Bin Laden,"Values artistic, aesthetic experiences",1 to 5,30,3
Osama Bin Laden,"Is sometimes shy, inhibited",1 to 5,31,5
Osama Bin Laden,Is considerate and kind to almost everyone,1 to 5,32,5
Osama Bin Laden,Does things efficiently,1 to 5,33,4
Osama Bin Laden,Remains calm in tense situations,1 to 5,34,5
Osama Bin Laden,Prefers work that is routine,1 to 5,35,5
Osama Bin Laden,"Is outgoing, sociable",1 to 5,36,5
Osama Bin Laden,Is sometimes rude to others,1 to 5,37,5
Osama Bin Laden,Makes plans and follows through with them,1 to 5,38,1
Osama Bin Laden,Gets nervous easily,1 to 5,39,5
Osama Bin Laden,"Likes to reflect, play with ideas",1 to 5,40,3
Osama Bin Laden,Has few artistic interests,1 to 5,41,3
Osama Bin Laden,Likes to cooperate with others,1 to 5,42,1
Osama Bin Laden,Is easily distracted,1 to 5,43,2
Osama Bin Laden,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Harold Shipman,Is talkative,1 to 5,1,3
Harold Shipman,Tends to find fault with others,1 to 5,2,5
Harold Shipman,Does a thorough job,1 to 5,3,1
Harold Shipman,"Is depressed, blue",1 to 5,4,3
Harold Shipman,"Is original, comes up with new ideas",1 to 5,5,1
Harold Shipman,Is reserved,1 to 5,6,4
Harold Shipman,Is helpful and unselfish with others,1 to 5,7,5
Harold Shipman,Can be somewhat careless,1 to 5,8,5
Harold Shipman,"Is relaxed, handles stress well",1 to 5,9,5
Harold Shipman,Is curious about many different things,1 to 5,10,1
Harold Shipman,Is full of energy,1 to 5,11,1
Harold Shipman,Starts quarrels with others,1 to 5,12,1
Harold Shipman,Is a reliable worker,1 to 5,13,5
Harold Shipman,Can be tense,1 to 5,14,4
Harold Shipman,"Is ingenious, a deep thinker",1 to 5,15,3
Harold Shipman,Generates a lot of enthusiasm,1 to 5,16,2
Harold Shipman,Has a forgiving nature,1 to 5,17,5
Harold Shipman,Tends to be disorganized,1 to 5,18,4
Harold Shipman,Worries a lot,1 to 5,19,1
Harold Shipman,Has an active imagination,1 to 5,20,4
Harold Shipman,Tends to be quiet,1 to 5,21,4
Harold Shipman,Is generally trusting,1 to 5,22,4
Harold Shipman,Tends to be lazy,1 to 5,23,4
Harold Shipman,"Is emotionally stable, not easily upset",1 to 5,24,5
Harold Shipman,Is inventive,1 to 5,25,5
Harold Shipman,Has an assertive personality,1 to 5,26,5
Harold Shipman,Can be cold and aloof,1 to 5,27,3
Harold Shipman,Perseveres until the task is finished,1 to 5,28,5
Harold Shipman,Can be moody,1 to 5,29,1
Harold Shipman,"Values artistic, aesthetic experiences",1 to 5,30,5
Harold Shipman,"Is sometimes shy, inhibited",1 to 5,31,1
Harold Shipman,Is considerate and kind to almost everyone,1 to 5,32,1
Harold Shipman,Does things efficiently,1 to 5,33,3
Harold Shipman,Remains calm in tense situations,1 to 5,34,3
Harold Shipman,Prefers work that is routine,1 to 5,35,5
Harold Shipman,"Is outgoing, sociable",1 to 5,36,3
Harold Shipman,Is sometimes rude to others,1 to 5,37,1
Harold Shipman,Makes plans and follows through with them,1 to 5,38,3
Harold Shipman,Gets nervous easily,1 to 5,39,5
Harold Shipman,"Likes to reflect, play with ideas",1 to 5,40,3
Harold Shipman,Has few artistic interests,1 to 5,41,3
Harold Shipman,Likes to cooperate with others,1 to 5,42,1
Harold Shipman,Is easily distracted,1 to 5,43,1
Harold Shipman,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Pedro López,Is talkative,1 to 5,1,5
Pedro López,Tends to find fault with others,1 to 5,2,4
Pedro López,Does a thorough job,1 to 5,3,1
Pedro López,"Is depressed, blue",1 to 5,4,2
Pedro López,"Is original, comes up with new ideas",1 to 5,5,5
Pedro López,Is reserved,1 to 5,6,3
Pedro López,Is helpful and unselfish with others,1 to 5,7,3
Pedro López,Can be somewhat careless,1 to 5,8,1
Pedro López,"Is relaxed, handles stress well",1 to 5,9,3
Pedro López,Is curious about many different things,1 to 5,10,3
Pedro López,Is full of energy,1 to 5,11,1
Pedro López,Starts quarrels with others,1 to 5,12,4
Pedro López,Is a reliable worker,1 to 5,13,3
Pedro López,Can be tense,1 to 5,14,3
Pedro López,"Is ingenious, a deep thinker",1 to 5,15,4
Pedro López,Generates a lot of enthusiasm,1 to 5,16,4
Pedro López,Has a forgiving nature,1 to 5,17,3
Pedro López,Tends to be disorganized,1 to 5,18,5
Pedro López,Worries a lot,1 to 5,19,1
Pedro López,Has an active imagination,1 to 5,20,5
Pedro López,Tends to be quiet,1 to 5,21,3
Pedro López,Is generally trusting,1 to 5,22,4
Pedro López,Tends to be lazy,1 to 5,23,5
Pedro López,"Is emotionally stable, not easily upset",1 to 5,24,4
Pedro López,Is inventive,1 to 5,25,1
Pedro López,Has an assertive personality,1 to 5,26,1
Pedro López,Can be cold and aloof,1 to 5,27,3
Pedro López,Perseveres until the task is finished,1 to 5,28,2
Pedro López,Can be moody,1 to 5,29,5
Pedro López,"Values artistic, aesthetic experiences",1 to 5,30,5
Pedro López,"Is sometimes shy, inhibited",1 to 5,31,5
Pedro López,Is considerate and kind to almost everyone,1 to 5,32,4
Pedro López,Does things efficiently,1 to 5,33,4
Pedro López,Remains calm in tense situations,1 to 5,34,2
Pedro López,Prefers work that is routine,1 to 5,35,2
Pedro López,"Is outgoing, sociable",1 to 5,36,3
Pedro López,Is sometimes rude to others,1 to 5,37,4
Pedro López,Makes plans and follows through with them,1 to 5,38,3
Pedro López,Gets nervous easily,1 to 5,39,5
Pedro López,"Likes to reflect, play with ideas",1 to 5,40,5
Pedro López,Has few artistic interests,1 to 5,41,4
Pedro López,Likes to cooperate with others,1 to 5,42,3
Pedro López,Is easily distracted,1 to 5,43,4
Pedro López,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Bonnie Parker,Is talkative,1 to 5,1,2
Bonnie Parker,Tends to find fault with others,1 to 5,2,3
Bonnie Parker,Does a thorough job,1 to 5,3,1
Bonnie Parker,"Is depressed, blue",1 to 5,4,4
Bonnie Parker,"Is original, comes up with new ideas",1 to 5,5,4
Bonnie Parker,Is reserved,1 to 5,6,4
Bonnie Parker,Is helpful and unselfish with others,1 to 5,7,5
Bonnie Parker,Can be somewhat careless,1 to 5,8,5
Bonnie Parker,"Is relaxed, handles stress well",1 to 5,9,5
Bonnie Parker,Is curious about many different things,1 to 5,10,2
Bonnie Parker,Is full of energy,1 to 5,11,4
Bonnie Parker,Starts quarrels with others,1 to 5,12,4
Bonnie Parker,Is a reliable worker,1 to 5,13,5
Bonnie Parker,Can be tense,1 to 5,14,4
Bonnie Parker,"Is ingenious, a deep thinker",1 to 5,15,4
Bonnie Parker,Generates a lot of enthusiasm,1 to 5,16,2
Bonnie Parker,Has a forgiving nature,1 to 5,17,3
Bonnie Parker,Tends to be disorganized,1 to 5,18,3
Bonnie Parker,Worries a lot,1 to 5,19,1
Bonnie Parker,Has an active imagination,1 to 5,20,5
Bonnie Parker,Tends to be quiet,1 to 5,21,5
Bonnie Parker,Is generally trusting,1 to 5,22,3
Bonnie Parker,Tends to be lazy,1 to 5,23,1
Bonnie Parker,"Is emotionally stable, not easily upset",1 to 5,24,4
Bonnie Parker,Is inventive,1 to 5,25,5
Bonnie Parker,Has an assertive personality,1 to 5,26,2
Bonnie Parker,Can be cold and aloof,1 to 5,27,3
Bonnie Parker,Perseveres until the task is finished,1 to 5,28,1
Bonnie Parker,Can be moody,1 to 5,29,4
Bonnie Parker,"Values artistic, aesthetic experiences",1 to 5,30,5
Bonnie Parker,"Is sometimes shy, inhibited",1 to 5,31,1
Bonnie Parker,Is considerate and kind to almost everyone,1 to 5,32,2
Bonnie Parker,Does things efficiently,1 to 5,33,1
Bonnie Parker,Remains calm in tense situations,1 to 5,34,5
Bonnie Parker,Prefers work that is routine,1 to 5,35,1
Bonnie Parker,"Is outgoing, sociable",1 to 5,36,4
Bonnie Parker,Is sometimes rude to others,1 to 5,37,5
Bonnie Parker,Makes plans and follows through with them,1 to 5,38,5
Bonnie Parker,Gets nervous easily,1 to 5,39,4
Bonnie Parker,"Likes to reflect, play with ideas",1 to 5,40,3
Bonnie Parker,Has few artistic interests,1 to 5,41,5
Bonnie Parker,Likes to cooperate with others,1 to 5,42,3
Bonnie Parker,Is easily distracted,1 to 5,43,4
Bonnie Parker,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Ted Kaczynski,Is talkative,1 to 5,1,5
Ted Kaczynski,Tends to find fault with others,1 to 5,2,1
Ted Kaczynski,Does a thorough job,1 to 5,3,5
Ted Kaczynski,"Is depressed, blue",1 to 5,4,2
Ted Kaczynski,"Is original, comes up with new ideas",1 to 5,5,3
Ted Kaczynski,Is reserved,1 to 5,6,2
Ted Kaczynski,Is helpful and unselfish with others,1 to 5,7,5
Ted Kaczynski,Can be somewhat careless,1 to 5,8,3
Ted Kaczynski,"Is relaxed, handles stress well",1 to 5,9,5
Ted Kaczynski,Is curious about many different things,1 to 5,10,3
Ted Kaczynski,Is full of energy,1 to 5,11,4
Ted Kaczynski,Starts quarrels with others,1 to 5,12,1
Ted Kaczynski,Is a reliable worker,1 to 5,13,5
Ted Kaczynski,Can be tense,1 to 5,14,4
Ted Kaczynski,"Is ingenious, a deep thinker",1 to 5,15,3
Ted Kaczynski,Generates a lot of enthusiasm,1 to 5,16,3
Ted Kaczynski,Has a forgiving nature,1 to 5,17,3
Ted Kaczynski,Tends to be disorganized,1 to 5,18,1
Ted Kaczynski,Worries a lot,1 to 5,19,3
Ted Kaczynski,Has an active imagination,1 to 5,20,4
Ted Kaczynski,Tends to be quiet,1 to 5,21,2
Ted Kaczynski,Is generally trusting,1 to 5,22,4
Ted Kaczynski,Tends to be lazy,1 to 5,23,3
Ted Kaczynski,"Is emotionally stable, not easily upset",1 to 5,24,4
Ted Kaczynski,Is inventive,1 to 5,25,5
Ted Kaczynski,Has an assertive personality,1 to 5,26,5
Ted Kaczynski,Can be cold and aloof,1 to 5,27,2
Ted Kaczynski,Perseveres until the task is finished,1 to 5,28,4
Ted Kaczynski,Can be moody,1 to 5,29,5
Ted Kaczynski,"Values artistic, aesthetic experiences",1 to 5,30,5
Ted Kaczynski,"Is sometimes shy, inhibited",1 to 5,31,5
Ted Kaczynski,Is considerate and kind to almost everyone,1 to 5,32,3
Ted Kaczynski,Does things efficiently,1 to 5,33,1
Ted Kaczynski,Remains calm in tense situations,1 to 5,34,5
Ted Kaczynski,Prefers work that is routine,1 to 5,35,4
Ted Kaczynski,"Is outgoing, sociable",1 to 5,36,3
Ted Kaczynski,Is sometimes rude to others,1 to 5,37,3
Ted Kaczynski,Makes plans and follows through with them,1 to 5,38,1
Ted Kaczynski,Gets nervous easily,1 to 5,39,5
Ted Kaczynski,"Likes to reflect, play with ideas",1 to 5,40,4
Ted Kaczynski,Has few artistic interests,1 to 5,41,3
Ted Kaczynski,Likes to cooperate with others,1 to 5,42,2
Ted Kaczynski,Is easily distracted,1 to 5,43,5
Ted Kaczynski,"Is sophisticated in art, music, or Literature",1 to 5,44,5
