persona,source,text,Itemnum,answer
John Maynard Keynes,Author,Can be somewhat careless,8,1
John Maynard Keynes,Author,"Is relaxed, handles stress well",9,5
John Maynard Keynes,Author,Is curious about many different things,10,3
John Maynard Keynes,Author,Is full of energy,11,5
John Maynard Keynes,Author,Starts quarrels with others,12,3
John Maynard Keynes,Author,Is a reliable worker,13,3
John Maynard Keynes,Author,Can be tense,14,4
John Maynard Keynes,Author,"Is ingenious, a deep thinker",15,5
John Maynard Keynes,Author,Generates a lot of enthusiasm,16,5
John Maynard Keynes,Author,Has a forgiving nature,17,4
John Maynard Keynes,Author,Tends to be disorganized,18,1
John Maynard Keynes,Author,Worries a lot,19,3
John Maynard Keynes,Author,Has an active imagination,20,2
John Maynard Keynes,Author,Tends to be quiet,21,5
John Maynard Keynes,Author,Is generally trusting,22,5
John Maynard Keynes,Author,Tends to be lazy,23,5
John Maynard Keynes,Author,"Is emotionally stable, not easily upset",24,4
John Maynard Keynes,Author,Is inventive,25,1
John Maynard Keynes,Author,Has an assertive personality,26,1
John Maynard Keynes,Author,Can be cold and aloof,27,5
John Maynard Keynes,Author,Perseveres until the task is finished,28,5
John Maynard Keynes,Author,Can be moody,29,1
John Maynard Keynes,Author,"Values artistic, aesthetic experiences",30,5
John Maynard Keynes,Author,"Is sometimes shy, inhibited",31,3
John Maynard Keynes,Author,Is considerate and kind to almost everyone,32,4
John Maynard Keynes,Author,Does things efficiently,33,4
John Maynard Keynes,Author,Remains calm in tense situations,34,5
John Maynard Keynes,Author,Prefers work that is routine,35,3
John Maynard Keynes,Author,"Is outgoing, sociable",36,1
John Maynard Keynes,Author,Is sometimes rude to others,37,4
John Maynard Keynes,Author,Makes plans and follows through with them,38,1
John Maynard Keynes,Author,Gets nervous easily,39,1
John Maynard Keynes,Author,"Likes to reflect, play with ideas",40,5
John Maynard Keynes,Author,Has few artistic interests,41,3
John Maynard Keynes,Author,Likes to cooperate with others,42,3
John Maynard Keynes,Author,Is easily distracted,43,3
John Maynard Keynes,Author,"Is sophisticated in art, music, or Literature",44,4
Simone de Beauvoir,Author,Is talkative,1,3
Simone de Beauvoir,Author,Tends to find fault with others,2,1
Simone de Beauvoir,Author,Does a thorough job,3,1
Simone de Beauvoir,Author,"Is depressed, blue",4,5
Simone de Beauvoir,Author,"Is original, comes up with new ideas",5,3
Simone de Beauvoir,Author,Is reserved,6,1
Simone de Beauvoir,Author,Is helpful and unselfish with others,7,1
Simone de Beauvoir,Author,Can be somewhat careless,8,4
Simone de Beauvoir,Author,"Is relaxed, handles stress well",9,4
Simone de Beauvoir,Author,Is curious about many different things,10,5
Simone de Beauvoir,Author,Is full of energy,11,4
Simone de Beauvoir,Author,Starts quarrels with others,12,5
Simone de Beauvoir,Author,Is a reliable worker,13,5
Simone de Beauvoir,Author,Can be tense,14,3
Simone de Beauvoir,Author,"Is ingenious, a deep thinker",15,4
Simone de Beauvoir,Author,Generates a lot of enthusiasm,16,5
Simone de Beauvoir,Author,Has a forgiving nature,17,5
Simone de Beauvoir,Author,Tends to be disorganized,18,2
Simone de Beauvoir,Author,Worries a lot,19,1
Simone de Beauvoir,Author,Has an active imagination,20,3
Simone de Beauvoir,Author,Tends to be quiet,21,3
Simone de Beauvoir,Author,Is generally trusting,22,1
Simone de Beauvoir,Author,Tends to be lazy,23,2
Simone de Beauvoir,Author,"Is emotionally stable, not easily upset",24,5
Simone de Beauvoir,Author,Is inventive,25,1
Simone de Beauvoir,Author,Has an assertive personality,26,4
Simone de Beauvoir,Author,Can be cold and aloof,27,4
Simone de Beauvoir,Author,Perseveres until the task is finished,28,2
Simone de Beauvoir,Author,Can be moody,29,2
Simone de Beauvoir,Author,"Values artistic, aesthetic experiences",30,1
Simone de Beauvoir,Author,"Is sometimes shy, inhibited",31,3
Simone de Beauvoir,Author,Is considerate and kind to almost everyone,32,4
Simone de Beauvoir,Author,Does things efficiently,33,4
Simone de Beauvoir,Author,Remains calm in tense situations,34,5
Simone de Beauvoir,Author,Prefers work that is routine,35,2
Simone de Beauvoir,Author,"Is outgoing, sociable",36,5
Simone de Beauvoir,Author,Is sometimes rude to others,37,3
Simone de Beauvoir,Author,Makes plans and follows through with them,38,4
Simone de Beauvoir,Author,Gets nervous easily,39,5
Simone de Beauvoir,Author,"Likes to reflect, play with ideas",40,4
Simone de Beauvoir,Author,Has few artistic interests,41,3
Simone de Beauvoir,Author,Likes to cooperate with others,42,4
Simone de Beauvoir,Author,Is easily distracted,43,5
Simone de Beauvoir,Author,"Is sophisticated in art, music, or Literature",44,3
J. K. Rowling,Author,Is talkative,1,5
J. K. Rowling,Author,Tends to find fault with others,2,4
J. K. Rowling,Author,Does a thorough job,3,1
J. K. Rowling,Author,"Is depressed, blue",4,3
J. K. Rowling,Author,"Is original, comes up with new ideas",5,5
J. K. Rowling,Author,Is reserved,6,5
J. K. Rowling,Author,Is helpful and unselfish with others,7,2
J. K. Rowling,Author,Can be somewhat careless,8,3
J. K. Rowling,Author,"Is relaxed, handles stress well",9,5
J. K. Rowling,Author,Is curious about many different things,10,2
J. K. Rowling,Author,Is full of energy,11,5
J. K. Rowling,Author,Starts quarrels with others,12,1
J. K. Rowling,Author,Is a reliable worker,13,5
J. K. Rowling,Author,Can be tense,14,3
J. K. Rowling,Author,"Is ingenious, a deep thinker",15,3
J. K. Rowling,Author,Generates a lot of enthusiasm,16,2
J. K. Rowling,Author,Has a forgiving nature,17,5
J. K. Rowling,Author,Tends to be disorganized,18,5
J. K. Rowling,Author,Worries a lot,19,2
J. K. Rowling,Author,Has an active imagination,20,1
J. K. Rowling,Author,Tends to be quiet,21,1
J. K. Rowling,Author,Is generally trusting,22,1
J. K. Rowling,Author,Tends to be lazy,23,4
J. K. Rowling,Author,"Is emotionally stable, not easily upset",24,5
J. K. Rowling,Author,Is inventive,25,4
J. K. Rowling,Author,Has an assertive personality,26,1
J. K. Rowling,Author,Can be cold and aloof,27,3
J. K. Rowling,Author,Perseveres until the task is finished,28,1
J. K. Rowling,Author,Can be moody,29,3
J. K. Rowling,Author,"Values artistic, aesthetic experiences",30,5
J. K. Rowling,Author,"Is sometimes shy, inhibited",31,5
J. K. Rowling,Author,Is considerate and kind to almost everyone,32,3
J. K. Rowling,Author,Does things efficiently,33,5
J. K. Rowling,Author,Remains calm in tense situations,34,5
J. K. Rowling,Author,Prefers work that is routine,35,4
J. K. Rowling,Author,"Is outgoing, sociable",36,3
J. K. Rowling,Author,Is sometimes rude to others,37,1
J. K. Rowling,Author,Makes plans and follows through with them,38,4
J. K. Rowling,Author,Gets nervous easily,39,5
J. K. Rowling,Author,"Likes to reflect, play with ideas",40,5
J. K. Rowling,Author,Has few artistic interests,41,2
J. K. Rowling,Author,Likes to cooperate with others,42,4
J. K. Rowling,Author,Is easily distracted,43,3
J. K. Rowling,Author,"Is sophisticated in art, music, or Literature",44,3
Andy Warhol,Author,Is talkative,1,5
Andy Warhol,Author,Tends to find fault with others,2,4
Andy Warhol,Author,Does a thorough job,3,5
Andy Warhol,Author,"Is depressed, blue",4,5
Andy Warhol,Author,"Is original, comes up with new ideas",5,5
Andy Warhol,Author,Is reserved,6,5
Andy Warhol,Author,Is helpful and unselfish with others,7,5
Andy Warhol,Author,Can be somewhat careless,8,3
Andy Warhol,Author,"Is relaxed, handles stress well",9,4
Andy Warhol,Author,Is curious about many different things,10,4
Andy Warhol,Author,Is full of energy,11,4
Andy Warhol,Author,Starts quarrels with others,12,4
Andy Warhol,Author,Is a reliable worker,13,5
Andy Warhol,Author,Can be tense,14,5
Andy Warhol,Author,"Is ingenious, a deep thinker",15,4
Andy Warhol,Author,Generates a lot of enthusiasm,16,4
Andy Warhol,Author,Has a forgiving nature,17,4
Andy Warhol,Author,Tends to be disorganized,18,5
Andy Warhol,Author,Worries a lot,19,1
Andy Warhol,Author,Has an active imagination,20,4
Andy Warhol,Author,Tends to be quiet,21,2
Andy Warhol,Author,Is generally trusting,22,2
Andy Warhol,Author,Tends to be lazy,23,3
Andy Warhol,Author,"Is emotionally stable, not easily upset",24,5
Andy Warhol,Author,Is inventive,25,4
Andy Warhol,Author,Has an assertive personality,26,3
Andy Warhol,Author,Can be cold and aloof,27,5
Andy Warhol,Author,Perseveres until the task is finished,28,5
Andy Warhol,Author,Can be moody,29,3
Andy Warhol,Author,"Values artistic, aesthetic experiences",30,2
Andy Warhol,Author,"Is sometimes shy, inhibited",31,4
Andy Warhol,Author,Is considerate and kind to almost everyone,32,4
Andy Warhol,Author,Does things efficiently,33,2
Andy Warhol,Author,Remains calm in tense situations,34,4
Andy Warhol,Author,Prefers work that is routine,35,4
Andy Warhol,Author,"Is outgoing, sociable",36,4
Andy Warhol,Author,Is sometimes rude to others,37,1
Andy Warhol,Author,Makes plans and follows through with them,38,5
Andy Warhol,Author,Gets nervous easily,39,3
Andy Warhol,Author,"Likes to reflect, play with ideas",40,3
Andy Warhol,Author,Has few artistic interests,41,4
Andy Warhol,Author,Likes to cooperate with others,42,4
Andy Warhol,Author,Is easily distracted,43,4
Andy Warhol,Author,"Is sophisticated in art, music, or Literature",44,5
Virginia Woolf,Author,Is talkative,1,4
Virginia Woolf,Author,Tends to find fault with others,2,4
Virginia Woolf,Author,Does a thorough job,3,5
Virginia Woolf,Author,"Is depressed, blue",4,1
Virginia Woolf,Author,"Is original, comes up with new ideas",5,5
Virginia Woolf,Author,Is reserved,6,4
Virginia Woolf,Author,Is helpful and unselfish with others,7,5
Virginia Woolf,Author,Can be somewhat careless,8,5
Virginia Woolf,Author,"Is relaxed, handles stress well",9,3
Virginia Woolf,Author,Is curious about many different things,10,3
Virginia Woolf,Author,Is full of energy,11,3
Virginia Woolf,Author,Starts quarrels with others,12,1
Virginia Woolf,Author,Is a reliable worker,13,5
Virginia Woolf,Author,Can be tense,14,5
Virginia Woolf,Author,"Is ingenious, a deep thinker",15,5
Virginia Woolf,Author,Generates a lot of enthusiasm,16,5
Virginia Woolf,Author,Has a forgiving nature,17,2
Virginia Woolf,Author,Tends to be disorganized,18,3
Virginia Woolf,Author,Worries a lot,19,3
Virginia Woolf,Author,Has an active imagination,20,5
Virginia Woolf,Author,Tends to be quiet,21,4
Virginia Woolf,Author,Is generally trusting,22,4
Virginia Woolf,Author,Tends to be lazy,23,2
Virginia Woolf,Author,"Is emotionally stable, not easily upset",24,5
Virginia Woolf,Author,Is inventive,25,3
Virginia Woolf,Author,Has an assertive personality,26,2
Virginia Woolf,Author,Can be cold and aloof,27,4
Virginia Woolf,Author,Perseveres until the task is finished,28,1
Virginia Woolf,Author,Can be moody,29,1
Virginia Woolf,Author,"Values artistic, aesthetic experiences",30,5
Virginia Woolf,Author,"Is sometimes shy, inhibited",31,3
Virginia Woolf,Author,Is considerate and kind to almost everyone,32,2
Virginia Woolf,Author,Does things efficiently,33,5
Virginia Woolf,Author,Remains calm in tense situations,34,4
Virginia Woolf,Author,Prefers work that is routine,35,3
Virginia Woolf,Author,"Is outgoing, sociable",36,3
Virginia Woolf,Author,Is sometimes rude to others,37,1
Virginia Woolf,Author,Makes plans and follows through with them,38,5
Virginia Woolf,Author,Gets nervous easily,39,5
Virginia Woolf,Author,"Likes to reflect, play with ideas",40,1
Virginia Woolf,Author,Has few artistic interests,41,4
Virginia Woolf,Author,Likes to cooperate with others,42,5
Virginia Woolf,Author,Is easily distracted,43,3
Virginia Woolf,Author,"Is sophisticated in art, music, or Literature",44,5
Richard Feynman,Author,Is talkative,1,3
Richard Feynman,Author,Tends to find fault with others,2,4
Richard Feynman,Author,Does a thorough job,3,3
Richard Feynman,Author,"Is depressed, blue",4,3
Richard Feynman,Author,"Is original, comes up with new ideas",5,2
Richard Feynman,Author,Is reserved,6,1
Richard Feynman,Author,Is helpful and unselfish with others,7,3
Richard Feynman,Author,Can be somewhat careless,8,1
Richard Feynman,Author,"Is relaxed, handles stress well",9,3
Richard Feynman,Author,Is curious about many different things,10,3
Richard Feynman,Author,Is full of energy,11,5
Richard Feynman,Author,Starts quarrels with others,12,1
Richard Feynman,Author,Is a reliable worker,13,1
Richard Feynman,Author,Can be tense,14,2
Richard Feynman,Author,"Is ingenious, a deep thinker",15,2
Richard Feynman,Author,Generates a lot of enthusiasm,16,4
Richard Feynman,Author,Has a forgiving nature,17,5
Richard Feynman,Author,Tends to be disorganized,18,3
Richard Feynman,Author,Worries a lot,19,4
Richard Feynman,Author,Has an active imagination,20,3
Richard Feynman,Author,Tends to be quiet,21,3
Richard Feynman,Author,Is generally trusting,22,5
Richard Feynman,Author,Tends to be lazy,23,2
Richard Feynman,Author,"Is emotionally stable, not easily upset",24,3
Richard Feynman,Author,Is inventive,25,2
Richard Feynman,Author,Has an assertive personality,26,5
Richard Feynman,Author,Can be cold and aloof,27,4
Richard Feynman,Author,Perseveres until the task is finished,28,3
Richard Feynman,Author,Can be moody,29,3
Richard Feynman,Author,"Values artistic, aesthetic experiences",30,5
Richard Feynman,Author,"Is sometimes shy, inhibited",31,5
Richard Feynman,Author,Is considerate and kind to almost everyone,32,3
Richard Feynman,Author,Does things efficiently,33,3
Richard Feynman,Author,Remains calm in tense situations,34,5
Richard Feynman,Author,Prefers work that is routine,35,5
Richard Feynman,Author,"Is outgoing, sociable",36,5
Richard Feynman,Author,Is sometimes rude to others,37,1
Richard Feynman,Author,Makes plans and follows through with them,38,4
Richard Feynman,Author,Gets nervous easily,39,4
Richard Feynman,Author,"Likes to reflect, play with ideas",40,5
Richard Feynman,Author,Has few artistic interests,41,5
Richard Feynman,Author,Likes to cooperate with others,42,1
Richard Feynman,Author,Is easily distracted,43,1
Richard Feynman,Author,"Is sophisticated in art, music, or Literature",44,3
Federico Fellini,Author,Is talkative,1,5
Federico Fellini,Author,Tends to find fault with others,2,2
Federico Fellini,Author,Does a thorough job,3,3
Federico Fellini,Author,"Is depressed, blue",4,5
Federico Fellini,Author,"Is original, comes up with new ideas",5,1
Federico Fellini,Author,Is reserved,6,3
Federico Fellini,Author,Is helpful and unselfish with others,7,3
Federico Fellini,Author,Can be somewhat careless,8,5
Federico Fellini,Author,"Is relaxed, handles stress well",9,1
Federico Fellini,Author,Is curious about many different things,10,5
Federico Fellini,Author,Is full of energy,11,5
Federico Fellini,Author,Starts quarrels with others,12,3
Federico Fellini,Author,Is a reliable worker,13,4
Federico Fellini,Author,Can be tense,14,3
Federico Fellini,Author,"Is ingenious, a deep thinker",15,4
Federico Fellini,Author,Generates a lot of enthusiasm,16,4
Federico Fellini,Author,Has a forgiving nature,17,1
Federico Fellini,Author,Tends to be disorganized,18,2
Federico Fellini,Author,Worries a lot,19,3
Federico Fellini,Author,Has an active imagination,20,5
Federico Fellini,Author,Tends to be quiet,21,3
Federico Fellini,Author,Is generally trusting,22,5
Federico Fellini,Author,Tends to be lazy,23,3
Federico Fellini,Author,"Is emotionally stable, not easily upset",24,3
Federico Fellini,Author,Is inventive,25,3
Federico Fellini,Author,Has an assertive personality,26,5
Federico Fellini,Author,Can be cold and aloof,27,1
Federico Fellini,Author,Perseveres until the task is finished,28,5
Federico Fellini,Author,Can be moody,29,3
Federico Fellini,Author,"Values artistic, aesthetic experiences",30,3
Federico Fellini,Author,"Is sometimes shy, inhibited",31,2
Federico Fellini,Author,Is considerate and kind to almost everyone,32,1
Federico Fellini,Author,Does things efficiently,33,3
Federico Fellini,Author,Remains calm in tense situations,34,4
Federico Fellini,Author,Prefers work that is routine,35,3
Federico Fellini,Author,"Is outgoing, sociable",36,5
Federico Fellini,Author,Is sometimes rude to others,37,1
Federico Fellini,Author,Makes plans and follows through with them,38,5
Federico Fellini,Author,Gets nervous easily,39,4
Federico Fellini,Author,"Likes to reflect, play with ideas",40,3
Federico Fellini,Author,Has few artistic interests,41,3
Federico Fellini,Author,Likes to cooperate with others,42,2
Federico Fellini,Author,Is easily distracted,43,2
Federico Fellini,Author,"Is sophisticated in art, music, or Literature",44,5
Selma Lagerlöf,Author,Is talkative,1,2
